FIPS,CENSUS_2010_POP
29123,"12,226"
29125,"9,176"
29127,"28,781"
29129,"3,785"
29131,"24,748"
29133,"14,358"
29135,"15,607"
29137,"8,840"
29139,"12,236"
29141,"20,565"
29143,"18,956"
29145,"58,114"
29147,"23,370"
29149,"10,881"
29151,"13,878"
29153,"9,723"
29155,"18,296"
29157,"18,971"
29159,"42,201"
29161,"45,156"
29163,"18,516"
29165,"89,322"
29167,"31,137"
29169,"52,274"
29171,"4,979"
29173,"10,167"
29175,"25,414"
29177,"23,494"
29179,"6,696"
29181,"14,100"
29183,"360,485"
29185,"9,805"
29186,"18,145"
29187,"65,359"
29189,"998,954"
29195,"23,370"
29197,"4,431"
29199,"4,843"
29201,"39,191"
29203,"8,441"
29205,"6,373"
29207,"29,968"
29209,"32,202"
29211,"6,714"
29213,"51,675"
29215,"26,008"
29217,"21,159"
29219,"32,513"
29221,"25,195"
29223,"13,521"
29225,"36,202"
29227,"2,171"
29229,"18,815"
29510,"319,294"
30001,"9,246"
30003,"12,865"
30005,"6,491"
30007,"5,612"
30009,"10,078"
30011,"1,160"
30013,"81,327"
30015,"5,813"
30017,"11,699"
30019,"1,751"
30021,"8,966"
30023,"9,298"
30025,"2,890"
30027,"11,586"
30029,"90,928"
30031,"89,513"
30033,"1,206"
30035,"13,399"
30037,884
30039,"3,079"
30041,"16,096"
30043,"11,406"
30045,"2,072"
30047,"28,746"
30049,"63,395"
30051,"2,339"
30053,"19,687"
30055,"1,734"
30057,"7,691"
30059,"1,891"
30061,"4,223"
30063,"109,299"
30065,"4,538"
30067,"15,636"
30069,494
30071,"4,253"
30073,"6,153"
30075,"1,743"
30077,"7,027"
30079,"1,179"
30081,"40,212"
30083,"9,746"
30085,"10,425"
30087,"9,233"
30089,"11,413"
30091,"3,384"
30093,"34,200"
30095,"9,117"
30097,"3,651"
30099,"6,073"
30101,"5,324"
30103,718
30105,"7,369"
30107,"2,168"
30109,"1,017"
30111,"147,972"
31001,"31,364"
31003,"6,685"
31005,460
31007,690
31009,478
31011,"5,505"
31013,"11,308"
31015,"2,099"
31017,"3,145"
31019,"46,102"
31021,"6,858"
31023,"8,395"
31025,"25,241"
31027,"8,852"
31029,"3,966"
31031,"5,713"
31033,"9,998"
31035,"6,542"
31037,"10,515"
31039,"9,139"
31041,"10,939"
31043,"21,006"
31045,"9,182"
31047,"24,326"
31049,"1,941"
31051,"6,000"
31053,"36,691"
31055,"517,110"
31057,"2,008"
31059,"5,890"
31061,"3,225"
31063,"2,756"
31065,"4,959"
31067,"22,311"
31069,"2,057"
31071,"2,049"
31073,"2,044"
31075,614
31077,"2,538"
31079,"58,607"
31081,"9,124"
31083,"3,423"
31085,967
31087,"2,908"
31089,"10,435"
31091,736
31093,"6,274"
31095,"7,547"
31097,"5,217"
31099,"6,489"
31101,"8,368"
31103,824
31105,"3,821"
31107,"8,701"
31109,"285,407"
31111,"36,288"
31113,763
31115,632
31117,539
31119,"34,876"
31121,"7,845"
31123,"5,042"
31125,"3,735"
31127,"7,248"
31129,"4,500"
31131,"15,740"
31133,"2,773"
31135,"2,970"
31137,"9,188"
31139,"7,266"
31141,"32,237"
31143,"5,406"
31145,"11,055"
31147,"8,363"
31149,"1,526"
31151,"14,200"
31153,"158,840"
31155,"20,780"
31157,"36,970"
31159,"16,750"
31161,"5,469"
31163,"3,152"
31165,"1,311"
31167,"6,129"
31169,"5,228"
31171,647
31173,"6,940"
31175,"4,260"
31177,"20,234"
31179,"9,595"
31181,"3,812"
31183,818
31185,"13,665"
32001,"24,877"
32003,"1,951,269"
32005,"46,997"
32007,"48,818"
32009,783
32011,"1,987"
32013,"16,528"
32015,"5,775"
32017,"5,345"
32019,"51,980"
32021,"4,772"
32023,"43,946"
32027,"6,753"
32029,"4,010"
32031,"421,407"
32033,"10,030"
32510,"55,274"
33001,"60,088"
33003,"47,818"
33005,"77,117"
33007,"33,055"
33009,"89,118"
33011,"400,721"
33013,"146,445"
33015,"295,223"
33017,"123,143"
33019,"43,742"
34001,"274,549"
34003,"905,116"
34005,"448,734"
34007,"513,657"
34009,"97,265"
34011,"156,898"
34013,"783,969"
34015,"288,288"
34017,"634,266"
34019,"128,349"
34021,"366,513"
34023,"809,858"
34025,"630,380"
34027,"492,276"
34029,"576,567"
34031,"501,226"
34033,"66,083"
34035,"323,444"
34037,"149,265"
34039,"536,499"
34041,"108,692"
35001,"662,564"
35003,"3,725"
35005,"65,645"
35006,"27,213"
35007,"13,750"
35009,"48,376"
35011,"2,022"
35013,"209,233"
35015,"53,829"
35017,"29,514"
35019,"4,687"
35021,695
35023,"4,894"
35025,"64,727"
35027,"20,497"
35028,"17,950"
35029,"25,095"
35031,"71,492"
35033,"4,881"
35035,"63,797"
35037,"9,041"
35039,"40,246"
35041,"19,846"
35043,"131,561"
35045,"130,044"
35047,"29,393"
35049,"144,170"
35051,"11,988"
35053,"17,866"
35055,"32,937"
35057,"16,383"
35059,"4,549"
35061,"76,569"
36001,"304,204"
36003,"48,946"
36005,"1,385,108"
36007,"200,600"
36009,"80,317"
36011,"80,026"
36013,"134,905"
36015,"88,830"
36017,"50,477"
36019,"82,128"
36021,"63,096"
36023,"49,336"
36025,"47,980"
36027,"297,488"
36029,"919,040"
36031,"39,370"
36033,"51,599"
36035,"55,531"
36037,"60,079"
36039,"49,221"
36041,"4,836"
36043,"64,519"
36045,"116,229"
36047,"2,504,700"
36049,"27,087"
36051,"65,393"
36053,"73,442"
36055,"744,344"
36057,"50,219"
36059,"1,339,532"
36061,"1,585,873"
36063,"216,469"
36065,"234,878"
36067,"467,026"
36069,"107,931"
36071,"372,813"
36073,"42,883"
36075,"122,109"
36077,"62,259"
36079,"99,710"
36081,"2,230,722"
36083,"159,429"
36085,"468,730"
36087,"311,687"
36089,"111,944"
36091,"219,607"
36093,"154,727"
36095,"32,749"
36097,"18,343"
36099,"35,251"
36101,"98,990"
36103,"1,493,350"
36105,"77,547"
36107,"51,125"
36109,"101,564"
36111,"182,493"
36113,"65,707"
36115,"63,216"
36117,"93,772"
36119,"949,113"
36121,"42,155"
36123,"25,348"
37001,"151,131"
37003,"37,198"
37005,"11,155"
37007,"26,948"
37009,"27,281"
37011,"17,797"
37013,"47,759"
37015,"21,282"
37017,"35,190"
37019,"107,431"
37021,"238,318"
37023,"90,912"
37025,"178,011"
37027,"83,029"
37029,"9,980"
37031,"66,469"
37033,"23,719"
37035,"154,358"
37037,"63,505"
37039,"27,444"
37041,"14,793"
37043,"10,587"
37045,"98,078"
37047,"58,098"
37049,"103,505"
37051,"319,431"
37053,"23,547"
37055,"33,920"
37057,"162,878"
37059,"41,240"
37061,"58,505"
37063,"267,587"
37065,"56,552"
37067,"350,670"
37069,"60,619"
37071,"206,086"
37073,"12,197"
37075,"8,861"
37077,"59,916"
37079,"21,362"
37081,"488,406"
37083,"54,691"
37085,"114,678"
37087,"59,036"
37089,"106,740"
37091,"24,669"
37093,"46,952"
37095,"5,810"
37097,"159,437"
37099,"40,271"
37101,"168,878"
37103,"10,153"
37105,"57,866"
37107,"59,495"
37109,"78,265"
37111,"44,996"
37113,"33,922"
37115,"20,764"
37117,"24,505"
37119,"919,628"
37121,"15,579"
37123,"27,798"
37125,"88,247"
37127,"95,840"
37129,"202,667"
37131,"22,099"
37133,"177,772"
37135,"133,801"
37137,"13,144"
37139,"40,661"
37141,"52,217"
37143,"13,453"
37145,"39,464"
37147,"168,148"
37149,"20,510"
37151,"141,752"
37153,"46,639"
37155,"134,168"
37157,"93,643"
37159,"138,428"
37161,"67,810"
37163,"63,431"
37165,"36,157"
37167,"60,585"
37169,"47,401"
37171,"73,673"
37173,"13,981"
37175,"33,090"
37177,"4,407"
37179,"201,292"
37181,"45,422"
37183,"900,993"
37185,"20,972"
37187,"13,228"
37189,"51,079"
37191,"122,623"
37193,"69,340"
37195,"81,234"
37197,"38,406"
37199,"17,818"
38001,"2,343"
38003,"11,066"
38005,"6,660"
38007,783
38009,"6,429"
38011,"3,151"
38013,"1,968"
38015,"81,308"
38017,"149,778"
38019,"3,993"
38021,"5,289"
38023,"2,071"
38025,"3,536"
38027,"2,385"
38029,"3,550"
38031,"3,343"
38033,"1,680"
38035,"66,861"
38037,"2,394"
38039,"2,420"
38041,"2,477"
38043,"2,435"
38045,"4,139"
38047,"1,990"
38049,"5,395"
38051,"2,809"
38053,"6,360"
38055,"8,962"
38057,"8,424"
38059,"27,471"
38061,"7,673"
38063,"3,126"
38065,"1,846"
38067,"7,413"
38069,"4,357"
38071,"11,451"
38073,"5,457"
38075,"2,470"
38077,"16,321"
38079,"13,937"
38081,"3,829"
38083,"1,321"
38085,"4,153"
38087,727
38089,"24,199"
38091,"1,975"
38093,"21,100"
38095,"2,246"
38097,"8,121"
38099,"11,119"
38101,"61,675"
38103,"4,207"
38105,"22,398"
39001,"28,550"
39003,"106,331"
39005,"53,139"
39007,"101,497"
39009,"64,757"
39011,"45,949"
39013,"70,400"
39015,"44,846"
39017,"368,130"
39019,"28,836"
39021,"40,097"
39023,"138,333"
39025,"197,363"
39027,"42,040"
39029,"107,841"
39031,"36,901"
39033,"43,784"
39035,"1,280,122"
39037,"52,959"
39039,"39,037"
39041,"174,214"
39043,"77,079"
39045,"146,156"
39047,"29,030"
39049,"1,163,414"
39051,"42,698"
39053,"30,934"
39055,"93,389"
39057,"161,573"
39059,"40,087"
39061,"802,374"
39063,"74,782"
39065,"32,058"
39067,"15,864"
39069,"28,215"
39071,"43,589"
39073,"29,380"
39075,"42,366"
39077,"59,626"
39079,"33,225"
39081,"69,709"
39083,"60,921"
39085,"230,041"
39087,"62,450"
39089,"166,492"
39091,"45,858"
39093,"301,356"
39095,"441,815"
39097,"43,435"
39099,"238,823"
39101,"66,501"
39103,"172,332"
39105,"23,770"
39107,"40,814"
39109,"102,506"
39111,"14,642"
39113,"535,153"
39115,"15,054"
39117,"34,827"
39119,"86,074"
39121,"14,645"
39123,"41,428"
39125,"19,614"
39127,"36,058"
39129,"55,698"
39131,"28,709"
39133,"161,419"
39135,"42,270"
39137,"34,499"
39139,"124,475"
39141,"78,064"
39143,"60,944"
39145,"79,499"
39147,"56,745"
39149,"49,423"
39151,"375,586"
39153,"541,781"
39155,"210,312"
39157,"92,582"
39159,"52,300"
39161,"28,744"
39163,"13,435"
39165,"212,693"
39167,"61,778"
39169,"114,520"
39171,"37,642"
39173,"125,488"
39175,"22,615"
40001,"22,683"
40003,"5,642"
40005,"14,182"
40007,"5,636"
40009,"22,119"
40011,"11,943"
40013,"42,416"
40015,"29,600"
40017,"115,541"
40019,"47,557"
40021,"46,987"
40023,"15,205"
40025,"2,475"
40027,"255,755"
40029,"5,925"
40031,"124,098"
40033,"6,193"
40035,"15,029"
40037,"69,967"
40039,"27,469"
40041,"41,487"
40043,"4,810"
40045,"4,151"
40047,"60,580"
40049,"27,576"
40051,"52,431"
40053,"4,527"
40055,"6,239"
40057,"2,922"
40059,"3,685"
40061,"12,769"
40063,"14,003"
40065,"26,446"
40067,"6,472"
40069,"10,957"
40071,"46,562"
40073,"15,034"
40075,"9,446"
40077,"11,154"
40079,"50,384"
40081,"34,273"
40083,"41,848"
40085,"9,423"
40087,"34,506"
40089,"33,151"
40091,"20,252"
40093,"7,527"
40095,"15,840"
40097,"41,259"
40099,"13,488"
40101,"70,990"
40103,"11,561"
40105,"10,536"
40107,"12,191"
40109,"718,633"
40111,"40,069"
40113,"47,472"
40115,"31,848"
40117,"16,577"
40119,"77,350"
40121,"45,837"
40123,"37,492"
40125,"69,442"
40127,"11,572"
40129,"3,647"
40131,"86,905"
40133,"25,482"
40135,"42,391"
40137,"45,048"
40139,"20,640"
40141,"7,992"
40143,"603,403"
40145,"73,085"
40147,"50,976"
40149,"11,629"
40151,"8,878"
40153,"20,081"
41001,"16,134"
41003,"85,579"
41005,"375,992"
41007,"37,039"
41009,"49,351"
41011,"63,043"
41013,"20,978"
41015,"22,364"
41017,"157,733"
41019,"107,667"
41021,"1,871"
41023,"7,445"
41025,"7,422"
41027,"22,346"
41029,"203,206"
41031,"21,720"
41033,"82,713"
41035,"66,380"
41037,"7,895"
41039,"351,715"
41041,"46,034"
41043,"116,672"
41045,"31,313"
41047,"315,335"
41049,"11,173"
41051,"735,334"
41053,"75,403"
41055,"1,765"
41057,"25,250"
41059,"75,889"
41061,"25,748"
41063,"7,008"
41065,"25,213"
41067,"529,710"
41069,"1,441"
41071,"99,193"
42001,"101,407"
42003,"1,223,348"
42005,"68,941"
42007,"170,539"
42009,"49,762"
42011,"411,442"
42013,"127,089"
42015,"62,622"
42017,"625,249"
42019,"183,862"
42021,"143,679"
42023,"5,085"
42025,"65,249"
42027,"153,990"
42029,"498,886"
42031,"39,988"
42033,"81,642"
42035,"39,238"
42037,"67,295"
42039,"88,765"
42041,"235,406"
42043,"268,100"
42045,"558,979"
42047,"31,946"
42049,"280,566"
42051,"136,606"
42053,"7,716"
42055,"149,618"
42057,"14,845"
42059,"38,686"
42061,"45,913"
42063,"88,880"
42065,"45,200"
42067,"24,636"
42069,"214,437"
42071,"519,445"
42073,"91,108"
42075,"133,568"
42077,"349,497"
42079,"320,918"
42081,"116,111"
42083,"43,450"
42085,"116,638"
42087,"46,682"
42089,"169,842"
42091,"799,874"
42093,"18,267"
42095,"297,735"
42097,"94,528"
42099,"45,969"
42101,"1,526,006"
42103,"57,369"
42105,"17,457"
42107,"148,289"
42109,"39,702"
42111,"77,742"
42113,"6,428"
42115,"43,356"
42117,"41,981"
42119,"44,947"
42121,"54,984"
42123,"41,815"
42125,"207,820"
42127,"52,822"
42129,"365,169"
42131,"28,276"
42133,"434,972"
44001,"49,875"
44003,"166,158"
44005,"82,888"
44007,"626,667"
44009,"126,979"
45001,"25,417"
45003,"160,099"
45005,"10,419"
45007,"187,126"
45009,"15,987"
45011,"22,621"
45013,"162,233"
45015,"177,843"
45017,"15,175"
45019,"350,209"
45021,"55,342"
45023,"33,140"
45025,"46,734"
45027,"34,971"
45029,"38,892"
45031,"68,681"
45033,"32,062"
45035,"136,555"
45037,"26,985"
45039,"23,956"
45041,"136,885"
45043,"60,158"
45045,"451,225"
45047,"69,661"
45049,"21,090"
45051,"269,291"
45053,"24,777"
45055,"61,697"
45057,"76,652"
45059,"66,537"
45061,"19,220"
45063,"262,391"
45065,"10,233"
45067,"33,062"
45069,"28,933"
45071,"37,508"
45073,"74,273"
45075,"92,501"
45077,"119,224"
45079,"384,504"
45081,"19,875"
45083,"284,307"
45085,"107,456"
45087,"28,961"
45089,"34,423"
45091,"226,073"
46003,"2,710"
46005,"17,398"
46007,"3,431"
46009,"7,070"
46011,"31,965"
46013,"36,531"
46015,"5,255"
46017,"1,912"
46019,"10,110"
46021,"1,466"
46023,"9,129"
46025,"3,691"
46027,"13,864"
46029,"27,227"
46031,"4,050"
46033,"8,216"
46035,"19,504"
46037,"5,710"
46039,"4,364"
46041,"5,301"
46043,"3,002"
46045,"4,071"
46047,"7,094"
46049,"2,364"
46051,"7,356"
46053,"4,271"
46055,"1,937"
46057,"5,903"
46059,"3,431"
46061,"3,331"
46063,"1,255"
46065,"17,022"
46067,"7,343"
46069,"1,420"
46071,"3,031"
46073,"2,071"
46075,"1,006"
46077,"5,148"
46079,"11,200"
46081,"24,097"
46083,"44,828"
46085,"3,755"
46087,"5,618"
46089,"2,459"
46091,"4,656"
46093,"25,434"
46095,"2,048"
46097,"2,389"
46099,"169,468"
46101,"6,486"
46102,"13,586"
46103,"100,948"
46105,"2,982"
46107,"2,329"
46109,"10,149"
46111,"2,355"
46115,"6,415"
46117,"2,966"
46119,"1,373"
46121,"9,612"
46123,"5,644"
46125,"8,347"
46127,"14,399"
46129,"5,438"
46135,"22,438"
46137,"2,801"
47001,"75,129"
47003,"45,058"
47005,"16,489"
47007,"12,876"
47009,"123,010"
47011,"98,963"
47013,"40,716"
47015,"13,801"
47017,"28,522"
47019,"57,424"
47021,"39,105"
47023,"17,131"
47025,"32,213"
47027,"7,861"
47029,"35,662"
47031,"52,796"
47033,"14,586"
47035,"56,053"
47037,"626,681"
47039,"11,757"
47041,"18,723"
47043,"49,666"
47045,"38,335"
47047,"38,413"
47049,"17,959"
47051,"41,052"
47053,"49,683"
47055,"29,485"
47057,"22,657"
47059,"68,831"
47061,"13,703"
47063,"62,544"
47065,"336,463"
47067,"6,819"
47069,"27,253"
47071,"26,026"
47073,"56,833"
47075,"18,787"
47077,"27,769"
47079,"32,330"
47081,"24,690"
47083,"8,426"
47085,"18,538"
47087,"11,638"
47089,"51,407"
47091,"18,244"
47093,"432,226"
47095,"7,832"
47097,"27,815"
47099,"41,869"
47101,"12,161"
47103,"33,361"
47105,"48,556"
47107,"52,266"
47109,"26,075"
47111,"22,248"
47113,"98,294"
47115,"28,237"
47117,"30,617"
47119,"80,956"
47121,"11,753"
47123,"44,519"
47125,"172,331"
47127,"6,362"
47129,"21,987"
47131,"31,807"
47133,"22,083"
47135,"7,915"
47137,"5,077"
47139,"16,825"
47141,"72,321"
47143,"31,809"
47145,"54,181"
47147,"66,283"
47149,"262,604"
47151,"22,228"
47153,"14,112"
47155,"89,889"
47157,"927,644"
47159,"19,166"
47161,"13,324"
47163,"156,823"
47165,"160,645"
47167,"61,081"
47169,"7,870"
47171,"18,313"
47173,"19,109"
47175,"5,548"
47177,"39,839"
47179,"122,979"
47181,"17,021"
47183,"35,021"
47185,"25,841"
47187,"183,182"
47189,"113,993"
48001,"58,458"
48003,"14,786"
48005,"86,771"
48007,"23,158"
48009,"9,054"
48011,"1,901"
48013,"44,911"
48015,"28,417"
48017,"7,165"
48019,"20,485"
48021,"74,171"
48023,"3,726"
48025,"31,861"
48027,"310,235"
48029,"1,714,773"
48031,"10,497"
48033,641
48035,"18,212"
48037,"92,565"
48039,"313,166"
48041,"194,851"
48043,"9,232"
48045,"1,637"
48047,"7,223"
48049,"38,106"
48051,"17,187"
48053,"42,750"
48055,"38,066"
48057,"21,381"
48059,"13,544"
48061,"406,220"
48063,"12,401"
48065,"6,182"
48067,"30,464"
48069,"8,062"
48071,"35,096"
48073,"50,845"
48075,"7,041"
48077,"10,752"
48079,"3,127"
48081,"3,320"
48083,"8,895"
48085,"782,341"
48087,"3,057"
48089,"20,874"
48091,"108,472"
48093,"13,974"
48095,"4,087"
48097,"38,437"
48099,"75,388"
48101,"1,505"
48103,"4,375"
48105,"3,719"
48107,"6,059"
48109,"2,398"
48111,"6,703"
48113,"2,368,139"
48115,"13,833"
48117,"19,372"
48119,"5,231"
48121,"662,614"
48123,"20,097"
48125,"2,444"
48127,"9,996"
48129,"3,677"
48131,"11,782"
48133,"18,583"
48135,"137,130"
48137,"2,002"
48139,"149,610"
48141,"800,647"
48143,"37,890"
48145,"17,866"
48147,"33,915"
48149,"24,554"
48151,"3,974"
48153,"6,446"
48155,"1,336"
48157,"585,375"
48159,"10,605"
48161,"19,816"
48163,"17,217"
48165,"17,526"
48167,"291,309"
48169,"6,461"
48171,"24,837"
48173,"1,226"
48175,"7,210"
48177,"19,807"
48179,"22,535"
48181,"120,877"
48183,"121,730"
48185,"26,604"
48187,"131,533"
48189,"36,273"
48191,"3,353"
48193,"8,517"
48195,"5,613"
48197,"4,139"
48199,"54,635"
48201,"4,092,459"
48203,"65,631"
48205,"6,062"
48207,"5,899"
48209,"157,107"
48211,"3,807"
48213,"78,532"
48215,"774,769"
48217,"35,089"
48219,"22,935"
48221,"51,182"
48223,"35,161"
48225,"23,732"
48227,"35,012"
48229,"3,476"
48231,"86,129"
48233,"22,150"
48235,"1,599"
48237,"9,044"
48239,"14,075"
48241,"35,710"
48243,"2,342"
48245,"252,273"
48247,"5,300"
48249,"40,838"
48251,"150,934"
48253,"20,202"
48255,"14,824"
48257,"103,350"
48259,"33,410"
48261,416
48263,808
48265,"49,625"
48267,"4,607"
48269,286
48271,"3,598"
48273,"32,061"
48275,"3,719"
48277,"49,793"
48279,"13,977"
48281,"19,677"
48283,"6,886"
48285,"19,263"
48287,"16,612"
48289,"16,801"
48291,"75,643"
48293,"23,384"
48295,"3,302"
48297,"11,531"
48299,"19,301"
48301,82
48303,"278,831"
48305,"5,915"
48307,"8,283"
48309,"234,906"
48311,707
48313,"13,664"
48315,"10,546"
48317,"4,799"
48319,"4,012"
48321,"36,702"
48323,"54,258"
48325,"46,006"
48327,"2,242"
48329,"136,872"
48331,"24,757"
48333,"4,936"
48335,"9,403"
48337,"19,719"
48339,"455,746"
48341,"21,904"
48343,"12,934"
48345,"1,210"
48347,"64,524"
48349,"47,735"
48351,"14,445"
48353,"15,216"
48355,"340,223"
48357,"10,223"
48359,"2,052"
48361,"81,837"
48363,"28,111"
48365,"23,796"
48367,"116,927"
48369,"10,269"
48371,"15,507"
48373,"45,413"
48375,"121,073"
48377,"7,818"
48379,"10,914"
48381,"120,725"
48383,"3,367"
48385,"3,309"
48387,"12,860"
48389,"13,783"
48391,"7,383"
48393,929
48395,"16,622"
48397,"78,337"
48399,"10,501"
48401,"53,330"
48403,"10,834"
48405,"8,865"
48407,"26,384"
48409,"64,804"
48411,"6,131"
48413,"3,461"
48415,"16,921"
48417,"3,378"
48419,"25,448"
48421,"3,034"
48423,"209,714"
48425,"8,490"
48427,"60,968"
48429,"9,630"
48431,"1,143"
48433,"1,490"
48435,"4,128"
48437,"7,854"
48439,"1,809,034"
48441,"131,506"
48443,984
48445,"12,651"
48447,"1,641"
48449,"32,334"
48451,"110,224"
48453,"1,024,266"
48455,"14,585"
48457,"21,766"
48459,"39,309"
48461,"3,355"
48463,"26,405"
48465,"48,879"
48467,"52,579"
48469,"86,793"
48471,"67,861"
48473,"43,205"
48475,"10,658"
48477,"33,718"
48479,"250,304"
48481,"41,280"
48483,"5,410"
48485,"131,500"
48487,"13,535"
48489,"22,134"
48491,"422,679"
48493,"42,918"
48495,"7,110"
48497,"59,127"
48499,"41,964"
48501,"7,879"
48503,"18,550"
48505,"14,018"
48507,"11,677"
49001,"6,629"
49003,"49,975"
49005,"112,656"
49007,"21,403"
49009,"1,059"
49011,"306,479"
49013,"18,607"
49015,"10,976"
49017,"5,172"
49019,"9,225"
49021,"46,163"
49023,"10,246"
49025,"7,125"
49027,"12,503"
49029,"9,469"
49031,"1,556"
49033,"2,264"
49035,"1,029,655"
49037,"14,746"
49039,"27,822"
49041,"20,802"
49043,"36,324"
49045,"58,218"
49047,"32,588"
49049,"516,564"
49051,"23,530"
49053,"138,115"
49055,"2,778"
49057,"231,236"
50001,"36,821"
50003,"37,125"
50005,"31,227"
50007,"156,545"
50009,"6,306"
50011,"47,746"
50013,"6,970"
50015,"24,475"
50017,"28,936"
50019,"27,231"
50021,"61,642"
50023,"59,534"
50025,"44,513"
50027,"56,670"
51001,"33,164"
51003,"98,970"
51005,"16,250"
51007,"12,690"
51009,"32,353"
51011,"14,973"
51013,"207,627"
51015,"73,750"
51017,"4,731"
51019,"68,676"
51021,"6,824"
51023,"33,148"
51025,"17,434"
51027,"24,098"
51029,"17,146"
51031,"54,842"
51033,"28,545"
51035,"30,042"
51036,"7,256"
51037,"12,586"
51041,"316,236"
51043,"14,034"
51045,"5,190"
51047,"46,689"
51049,"10,052"
51051,"15,903"
51053,"28,001"
51057,"11,151"
51059,"1,081,726"
51061,"65,203"
51063,"15,279"
51065,"25,691"
51067,"56,159"
51069,"78,305"
51071,"17,286"
51073,"36,858"
51075,"21,717"
51077,"15,533"
51079,"18,403"
51081,"12,243"
51083,"36,241"
51085,"99,863"
51087,"306,935"
51089,"54,151"
51091,"2,321"
51093,"35,270"
51095,"67,009"
51097,"6,945"
51099,"23,584"
51101,"15,935"
51103,"11,391"
51105,"25,587"
51107,"312,311"
51109,"33,153"
51111,"12,914"
51113,"13,308"
51115,"8,978"
51117,"32,727"
51119,"10,959"
51121,"94,392"
51125,"15,020"
51127,"18,429"
51131,"12,389"
51133,"12,330"
51135,"15,853"
51137,"33,481"
51139,"24,042"
51141,"18,490"
51143,"63,506"
51145,"28,046"
51147,"23,368"
51149,"35,725"
51153,"402,002"
51155,"34,872"
51157,"7,373"
51159,"9,254"
51161,"92,376"
51163,"22,307"
51165,"76,314"
51167,"28,897"
51169,"23,177"
51171,"41,993"
51173,"32,208"
51175,"18,570"
51177,"122,397"
51179,"128,961"
51181,"7,058"
51183,"12,087"
51185,"45,078"
51187,"37,575"
51191,"54,876"
51193,"17,454"
51195,"41,452"
51197,"29,235"
51199,"65,464"
51510,"139,966"
51520,"17,835"
51530,"6,650"
51540,"43,475"
51550,"222,209"
51570,"17,411"
51580,"5,961"
51590,"43,055"
51595,"5,927"
51600,"22,565"
51610,"12,332"
51620,"8,582"
51630,"24,286"
51640,"7,042"
51650,"137,436"
51660,"48,914"
51670,"22,591"
51678,"7,042"
51680,"75,568"
51683,"37,821"
51685,"14,273"
51690,"13,821"
51700,"180,719"
51710,"242,803"
51720,"3,958"
51730,"32,420"
51735,"12,150"
51740,"95,535"
51750,"16,408"
51760,"204,214"
51770,"97,032"
51775,"24,802"
51790,"23,746"
51800,"84,585"
51810,"437,994"
51820,"21,006"
51830,"14,068"
51840,"26,203"
53001,"18,728"
53003,"21,623"
53005,"175,177"
53007,"72,453"
53009,"71,404"
53011,"425,363"
53013,"4,078"
53015,"102,410"
53017,"38,431"
53019,"7,551"
53021,"78,163"
53023,"2,266"
53025,"89,120"
53027,"72,797"
53029,"78,506"
53031,"29,872"
53033,"1,931,249"
53035,"251,133"
53037,"40,915"
53039,"20,318"
53041,"75,455"
53043,"10,570"
53045,"60,699"
53047,"41,120"
53049,"20,920"
53051,"13,001"
53053,"795,225"
53055,"15,769"
53057,"116,901"
53059,"11,066"
53061,"713,335"
53063,"471,221"
53065,"43,531"
53067,"252,264"
53069,"3,978"
53071,"58,781"
53073,"201,140"
53075,"44,776"
53077,"243,231"
54001,"16,589"
54003,"104,169"
54005,"24,629"
54007,"14,523"
54009,"24,069"
54011,"96,319"
54013,"7,627"
54015,"9,386"
54017,"8,202"
54019,"46,039"
54021,"8,693"
54023,"11,937"
54025,"35,480"
54027,"23,964"
54029,"30,676"
54031,"14,025"
54033,"69,099"
54035,"29,211"
54037,"53,498"
54039,"193,063"
54041,"16,372"
54043,"21,720"
54045,"36,743"
54047,"22,113"
54049,"56,418"
54051,"33,107"
54053,"27,324"
54055,"62,264"
54057,"28,212"
54059,"26,839"
54061,"96,189"
54063,"13,502"
54065,"17,541"
54067,"26,233"
54069,"44,443"
54071,"7,695"
54073,"7,605"
54075,"8,719"
54077,"33,520"
54079,"55,486"
54081,"78,859"
54083,"29,405"
54085,"10,449"
54087,"14,926"
54089,"13,927"
54091,"16,895"
54093,"7,141"
54095,"9,208"
54097,"24,254"
54099,"42,481"
54101,"9,154"
54103,"16,583"
54105,"5,717"
54107,"86,956"
54109,"23,796"
55001,"20,875"
55003,"16,157"
55005,"45,870"
55007,"15,014"
55009,"248,007"
55011,"13,587"
55013,"15,457"
55015,"48,971"
55017,"62,415"
55019,"34,690"
55021,"56,833"
55023,"16,644"
55025,"488,073"
55027,"88,759"
55029,"27,785"
55031,"44,159"
55033,"43,857"
55035,"98,736"
55037,"4,423"
55039,"101,633"
55041,"9,304"
55043,"51,208"
55045,"36,842"
55047,"19,051"
55049,"23,687"
55051,"5,916"
55053,"20,449"
55055,"83,686"
55057,"26,664"
55059,"166,426"
55061,"20,574"
55063,"114,638"
55065,"16,836"
55067,"19,977"
55069,"28,743"
55071,"81,442"
55073,"134,063"
55075,"41,749"
55077,"15,404"
55078,"4,232"
55079,"947,735"
55081,"44,673"
55083,"37,660"
55085,"35,998"
55087,"176,695"
55089,"86,395"
55091,"7,469"
55093,"41,019"
55095,"44,205"
55097,"70,019"
55099,"14,159"
55101,"195,408"
55103,"18,021"
55105,"160,331"
55107,"14,755"
55109,"84,345"
55111,"61,976"
55113,"16,557"
